**harm,**harte,**harm_2,**harte_2,**kern,**silbe,**stress,**timestamp,**duration
vi,E:min,vi,E:min,e,,,104.013,1
II,A:maj,II,A:maj,e,,,107.088,1
iiob,A:dim/b3,iv,C:min,A,,,110.207,1
V,D:maj,V,D:maj,B-,,,111.810,1
iiob,A:dim/b3,iv,C:min,A,,,116.619,1
V,D:maj,V,D:maj,B-,,,118.230,1
iiob,A:dim/b3,iv,C:min,A,,,123.141,1
V,D:maj,V,D:maj,B-,,,126.287,1
I,G:maj,I,G:maj,G,,,127.877,1
I,G:maj,I,G:maj,e,,,137.253,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,C:maj,IV,C:maj,g,_,.,7.091,1
I,G:maj,I,G:maj,g,_,.,12.646,1
IV,C:maj,IV,C:maj,g,_,.,18.116,1
I,G:maj,I,G:maj,b-,grown,1,23.668,1
V,D:maj,V,D:maj,b,stro-,1,26.365,1
I,G:maj,I,G:maj,g,_,.,29.124,1
I,G:maj,I,G:maj,g,_,.,34.620,1
I,G:maj,I,G:maj,g,_,.,40.103,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,G:maj,I,G:maj,dd,riv-,1,48.315,1
-VII,F:maj,-VII,F:maj,a,if,0,53.773,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,C:maj,IV,C:maj,e,did,1,71.959,1
I,G:maj,I,G:maj,a,_,.,93.947,1
V,D:maj,V,D:maj,b,swee-,1,96.611,1
V,D:maj,V,D:maj,dd,swee-,1,102.061,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
-VII,F:maj,-VII,F:maj,a,do,1,107.483,1
I,G:maj,I,G:maj,dd,riv-,1,112.967,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
I,G:maj,.,.,g,flo-,1,145.285,1
I,G:maj,.,.,g,rob-,1,150.728,1
IV,C:maj,.,.,cc,schoo-,1,156.153,1
-VII,F:maj,.,.,g,riv-,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,G:maj,I,G:maj,b,riv-,1,183.148,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,E:maj,I,E:maj,g#,,,14.098,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,I,E:maj,g#,,,18.412,1
IV,A:maj,IV,A:maj,e,,,.,1
I,E:maj,I,E:maj,c#,,,20.576,1
I,E:maj,I,E:maj,g#,,,22.733,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,I,E:maj,c#,,,24.894,1
I,E:maj,I,E:maj,g#,,,27.085,1
IV,A:maj,IV,A:maj,f#,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
V,B:maj,V,B:maj,f#,,,31.382,1
V,B:maj,V,B:maj,a,,,35.671,1
IV,A:maj,IV,A:maj,g,,,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,E:maj,I,E:maj,g#,,,50.698,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,I,E:maj,g#,,,55.040,1
IV,A:maj,IV,A:maj,e,,,.,1
I,E:maj,I,E:maj,g#,,,59.366,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,I,E:maj,c#,,,61.528,1
I,E:maj,I,E:maj,g#,,,63.686,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,I,E:maj,c#,,,65.830,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
V,B:maj,V,B:maj,f#,,,67.958,1
V,B:maj,V,B:maj,a,,,72.252,1
IV,A:maj,IV,A:maj,e,,,.,1
*>Instrumental,*>Instrumental,*>Instrumental,*>Instrumental,*>Instrumental,,,*>Instrumental,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,E:maj,I,E:maj,b,,,104.057,1
IV,A:maj,IV,A:maj,a,,,.,1
I,E:maj,I,E:maj,b,,,108.384,1
IV,A:maj,IV,A:maj,e,,,.,1
IV,A:maj,IV,A:maj,g#,,,.,1
IV,A:maj,IV,A:maj,c#,,,.,1
IV,A:maj,IV,A:maj,e,,,.,1
IV,A:maj,IV,A:maj,e,,,.,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,1
IV,A:maj,IV,A:maj,e,,,.,1
IV,A:maj,IV,A:maj,g,,,.,1
I,E:maj,I,E:maj,g,,,134.290,1
IV,A:maj,IV,A:maj,e,,,.,1
I,E:maj,I,E:maj,e,,,140.780,1
IV,A:maj,IV,A:maj,e,,,.,1
I,E:maj,I,E:maj,b,,,145.125,1
IV,A:maj,IV,A:maj,e,,,.,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,C:maj,IV,C:maj,d,,,15.667,1
IV,C:maj,IV,C:maj,c,,,22.122,1
IV,C:maj,IV,C:maj,d,,,28.526,1
V,D:maj,V,D:maj,A,,,31.751,1
V,D:maj,V,D:maj,A,,,38.168,1
IV,C:maj,IV,C:maj,d,,,54.228,1
IV,C:maj,IV,C:maj,d,,,67.022,1
V,D:maj,V,D:maj,A,,,70.177,1
V,D:maj,V,D:maj,A,,,76.519,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
*>VP,*>VP,*>VP,*>VP,*>VP,,,*>VP,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,D:maj,V,D:maj,d,,,123.981,1
IV,C:maj,IV,C:maj,c,,,127.054,1
V,D:maj,V,D:maj,A,,,130.168,1
V,D:maj,V,D:maj,A,,,136.398,1
IV,C:maj,IV,C:maj,d,,,139.482,1
V,D:maj,V,D:maj,A,,,142.561,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
ii7b,D:min7/b3,IV,F:maj,e,,,10.835,1
V7c,G:7/5,V,G:maj,a,,,17.777,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
vi,A:min,vi,A:min,d,,,24.749,1
V,G:maj,V,G:maj,e,,,29.992,1
I,C:maj,I,C:maj,d,,,31.728,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
ii7b,D:min7/b3,IV,F:maj,e,,,38.741,1
V7c,G:7/5,V,G:maj,a,,,45.683,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
vi,A:min,vi,A:min,d,,,52.655,1
V,G:maj,V,G:maj,e,,,57.933,1
I,C:maj,I,C:maj,d,,,59.669,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
iii,E:min,iii,E:min,a,,,66.683,1
I,C:maj,I,C:maj,e,,,73.758,1
iii,E:min,iii,E:min,a,,,80.764,1
vi,A:min,ii7,D:min7,d,,,84.293,1
V7/V,D:7,V/V,D:maj,d,,,86.077,1
IV,F:maj,IV,F:maj,a,,,87.881,1
V,G:maj,V,G:maj,g,,,89.628,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
ii7b,D:min7/b3,IV,F:maj,e,,,94.846,1
V7c,G:7/5,V,G:maj,a,,,101.870,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
V/vi,E:maj,V/vi,E:maj,e,,,105.377,1
vi,A:min,vi,A:min,d,,,108.883,1
V,G:maj,V,G:maj,e,,,114.158,1
I,C:maj,I,C:maj,d,,,115.907,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
V/vi,E:maj,V/vi,E:maj,e,,,133.426,1
vi,A:min,vi,A:min,d,,,136.947,1
V,G:maj,V,G:maj,e,,,142.253,1
I,C:maj,I,C:maj,d,,,144.011,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,1
V,G:maj,V,G:maj,e,,,149.301,1
I,C:maj,I,C:maj,d,,,151.028,1
V,G:maj,V,G:maj,e,,,156.299,1
I,C:maj,I,C:maj,d,,,158.028,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
i,E:min,i,E:min,f#,col-,1,14.774,1
i,E:min,i,E:min,g,white,1,18.470,1
i,E:min,i,E:min,g,shufflin,1,22.157,1
i,E:min,i,E:min,g,slee-,1,25.800,1
i,E:min,i,E:min,g,war-,1,29.454,1
-VII,D:maj,-VII,D:maj,d,road,1,31.302,1
i,E:min,i,E:min,g,lot,1,33.134,1
-VII,D:maj,-VII,D:maj,d,bet-,1,34.971,1
-VI,C:maj,-VI,C:maj,e,dead,1,.,1
i,E:min,i,E:min,g,feel,1,36.814,1
-VII,D:maj,-VII,D:maj,d,am,1,38.644,1
i,E:min,i,E:min,g,try,1,40.473,1
-VII,D:maj,-VII,D:maj,g,way,1,42.294,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
i,E:min,i,E:min,g,wom-,1,95.093,1
i,E:min,i,E:min,g,ba-,1,98.746,1
i,E:min,i,E:min,g,old,1,102.393,1
i,E:min,i,E:min,g,garb-,1,106.020,1
i,E:min,i,E:min,g,put,1,109.660,1
-VII,D:maj,-VII,D:maj,a,gone,1,111.512,1
-VI,C:maj,-VI,C:maj,e,hit,1,.,1
i,E:min,i,E:min,g,hates,1,113.338,1
-VII,D:maj,-VII,D:maj,d,done,1,115.156,1
i,E:min,i,E:min,g,one,0,116.999,1
-VII,D:maj,-VII,D:maj,g,nev-,1,118.830,1
-VI,C:maj,-VI,C:maj,e,school,1,.,1
i,E:min,i,E:min,g,get,1,120.670,1
-VII,D:maj,-VII,D:maj,g,get,1,122.492,1
-VI,C:maj,-VI,C:maj,e,cool,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
i,E:min,i,E:min,g,thou-,1,189.471,1
i,E:min,i,E:min,g,home-,1,193.082,1
i,E:min,i,E:min,g,kin-,1,196.738,1
-VII,D:maj,-VII,D:maj,d,-ine,1,198.559,1
-VI,C:maj,-VI,C:maj,e,hand,1,.,1
i,E:min,i,E:min,g,-rtme-,1,203.994,1
-VII,D:maj,-VII,D:maj,d,toi-,1,205.816,1
i,E:min,i,E:min,g,sty-,1,207.654,1
-VII,D:maj,-VII,D:maj,d,ozo-,1,209.481,1
i,E:min,i,E:min,g,man,1,211.284,1
-VII,D:maj,-VII,D:maj,g,keep,1,213.096,1
i,E:min,i,E:min,g,fuel,1,214.929,1
-VII,D:maj,-VII,D:maj,g,roads,1,216.717,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>A,*>A,*>A,*>A,*>A,*>A,*>A,*>A,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,A:maj,I,A:maj,B,I,0,13.152,1
I,A:maj,I,A:maj,c#,wond-,1,15.637,1
-VII,G:maj,Im7M9,A:9,B,changed,1,.,1
IV,D:maj,IV,D:maj,A,hair,1,18.104,1
I,A:maj,I,A:maj,B,her,0,20.581,1
I,A:maj,I,A:maj,c,sure,1,23.033,1
I,A:maj,I,A:maj,B,nev-,1,25.515,1
-VII,G:maj,Im7M9,A:9,B,home-,1,.,1
IV,D:maj,IV,D:maj,G,bank-,1,27.948,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,I,0,30.382,1
vi,F#:min,vi,F#:min,c#,side,1,.,1
I,A:maj,I,A:maj,g,knows,1,37.709,1
-VII,G:maj,-VII,G:maj,d,tang-,1,42.605,1
IV,D:maj,IV,D:maj,d,up,0,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV,D:maj,G,used,1,61.189,1
I,A:maj,I,A:maj,e,drove,1,63.617,1
-VII,G:maj,Im7M9,A:9,d,far,1,.,1
I,A:maj,I,A:maj,e,-ndo-,1,66.062,1
IV,D:maj,IV,D:maj,A,-eei-,1,70.912,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,she,0,73.339,1
vi,F#:min,vi,F#:min,c#,look,1,.,1
-VII,G:maj,-VII,G:maj,d,tang-,1,85.478,1
IV,D:maj,IV,D:maj,B,up,0,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-VII,G:maj,Im7M9,A:9,B,great,1,.,1
I,A:maj,I,A:maj,c,work-,1,99.146,1
-VII,G:maj,Im7M9,A:9,B,spell,1,.,1
I,A:maj,I,A:maj,c#,nev-,1,101.623,1
IV,D:maj,IV,D:maj,A,day,1,103.996,1
I,A:maj,I,A:maj,e,drif-,1,106.405,1
-VII,G:maj,Im7M9,A:9,d,new,1,.,1
I,A:maj,I,A:maj,c,happ-,1,108.805,1
I,A:maj,I,A:maj,c#,wor-,1,111.199,1
-VII,G:maj,Im7M9,A:9,B,fis-,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,but,0,115.985,1
vi,F#:min,vi,F#:min,B,was,1,.,1
V,E:maj,V,E:maj,A,I,0,120.766,1
I,A:maj,I,A:maj,g,nev-,1,123.144,1
-VII,G:maj,-VII,G:maj,d,tang-,1,127.911,1
IV,D:maj,IV,D:maj,d,up,0,.,1
I,A:maj,I,A:maj,B,blue,1,129.134,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-VII,G:maj,Im7M9,A:9,B,topl-,1,.,1
I,A:maj,I,A:maj,c,just,1,143.747,1
-VII,G:maj,Im7M9,A:9,c,side,1,.,1
IV,D:maj,IV,D:maj,A,spotl-,1,146.177,1
I,A:maj,I,A:maj,e,lat-,1,148.573,1
-VII,G:maj,Im7M9,A:9,d,crowd,1,.,1
I,A:maj,I,A:maj,A,just,1,150.969,1
I,A:maj,I,A:maj,c#,stan-,1,153.380,1
-VII,G:maj,Im7M9,A:9,B,back,1,.,1
IV,D:maj,IV,D:maj,G,to,0,155.763,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,F#:min,vi,F#:min,c#,-th,1,.,1
I,A:maj,I,A:maj,e,stud-,1,160.520,1
V,E:maj,V,E:maj,B,must,0,162.913,1
vi,F#:min,vi,F#:min,c#,lit-,1,.,1
I,A:maj,I,A:maj,d,bent,1,165.257,1
-VII,G:maj,-VII,G:maj,d,tang-,1,170.001,1
IV,D:maj,IV,D:maj,d,up,0,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,A:maj,I,A:maj,c,offe-,1,183.343,1
I,A:maj,I,A:maj,c,thought,1,185.730,1
-VII,G:maj,Im7M9,A:9,B,-lo,1,.,1
IV,D:maj,IV,D:maj,G,look,1,188.095,1
I,A:maj,I,A:maj,e,ope-,1,190.391,1
-VII,G:maj,Im7M9,A:9,d,book,1,.,1
I,A:maj,I,A:maj,e,han-,1,192.748,1
I,A:maj,I,A:maj,e,writ-,1,195.086,1
-VII,G:maj,Im7M9,A:9,d,-lia-,1,.,1
IV,D:maj,IV,D:maj,A,thirt-,1,197.413,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,every,1,199.744,1
V,E:maj,V,E:maj,B,pou-,1,204.408,1
vi,F#:min,vi,F#:min,c#,every,1,.,1
-VII,G:maj,-VII,G:maj,e,tang-,1,211.399,1
IV,D:maj,IV,D:maj,e,up,0,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-VII,G:maj,Im7M9,A:9,B,-tag-,0,.,1
I,A:maj,I,A:maj,c,base-,1,224.597,1
I,A:maj,I,A:maj,c#,mus-,1,226.955,1
-VII,G:maj,Im7M9,A:9,d,-es,1,.,1
IV,D:maj,IV,D:maj,c,-tio-,1,229.283,1
I,A:maj,I,A:maj,e,he,0,231.594,1
I,A:maj,I,A:maj,e,somet-,1,233.951,1
I,A:maj,I,A:maj,e,she,0,236.283,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,when,0,240.898,1
vi,F#:min,vi,F#:min,c#,bot-,1,.,1
V,E:maj,V,E:maj,B,on-,1,245.544,1
vi,F#:min,vi,F#:min,c#,to,0,.,1
I,A:maj,I,A:maj,e,keep,1,247.831,1
V,E:maj,V,E:maj,B,flew,1,250.143,1
-VII,G:maj,-VII,G:maj,e,tang-,1,252.443,1
IV,D:maj,IV,D:maj,e,up,0,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-VII,G:maj,Im7M9,A:9,e,back,1,.,1
I,A:maj,I,A:maj,c,get,1,265.467,1
I,A:maj,I,A:maj,e,all,0,267.807,1
-VII,G:maj,Im7M9,A:9,d,used,1,.,1
IV,D:maj,IV,D:maj,c,-usi-,1,270.107,1
I,A:maj,I,A:maj,e,some,0,272.407,1
I,A:maj,I,A:maj,d,some,0,274.687,1
-VII,G:maj,Im7M9,A:9,e,wives,1,.,1
I,A:maj,I,A:maj,e,know,1,276.954,1
-VII,G:maj,Im7M9,A:9,e,-ted,0,.,1
IV,D:maj,IV,D:maj,c,what,0,279.200,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
V,E:maj,V,E:maj,B,me,0,281.462,1
vi,F#:min,vi,F#:min,c#,on,0,.,1
I,A:maj,I,A:maj,g,hea-,1,283.770,1
V,E:maj,V,E:maj,B,we,0,286.087,1
vi,F#:min,vi,F#:min,e,feel,1,.,1
I,A:maj,I,A:maj,g,saw,1,288.374,1
-VII,G:maj,-VII,G:maj,e,tang-,1,292.927,1
IV,D:maj,IV,D:maj,e,up,0,.,1
I,A:maj,I,A:maj,d,blue,1,294.113,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Chf,*>Chf,*>Chf,*>Chf,*>Chf,*>Chf,*>Chf,*>Chf,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,i,E:min,e,,,29.569,1
IV,A:maj,IV,A:maj,c#,,,.,1
I,E:maj,i,E:min,c#,,,32.903,1
IV,A:maj,IV,A:maj,c#,,,.,1
IV,A:maj,IV,A:maj,c#,,,.,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,i,E:min,e,,,55.983,1
IV,A:maj,IV,A:maj,c#,,,.,1
I,E:maj,i,E:min,c#,,,59.306,1
IV,A:maj,IV,A:maj,c#,,,.,1
IV,A:maj,IV,A:maj,c#,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
-III,G:maj,-III,G:maj,e,,,70.916,1
IV,A:maj,IV,A:maj,e,,,74.192,1
I,E:maj,i,E:min,f#,,,77.482,1
-VII,D:maj,-VII,D:maj,d,,,82.589,1
I,E:maj,i,E:min,e,,,87.861,1
-VII,D:maj,-VII,D:maj,d,,,89.470,1
*>Instrumental,*>Instrumental,*>Instrumental,*>Instrumental,*>Instrumental,,,*>Instrumental,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,A:maj,IV,A:maj,f#,,,.,1
I,E:maj,i,E:min,e,,,144.937,1
IV,A:maj,IV,A:maj,c#,,,.,1
I,E:maj,i,E:min,c#,,,148.189,1
IV,A:maj,IV,A:maj,c#,,,.,1
IV,A:maj,IV,A:maj,c#,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
-III,G:maj,-III,G:maj,e,,,159.696,1
IV,A:maj,IV,A:maj,e,,,162.952,1
I,E:maj,i,E:min,f#,,,166.280,1
-VII,D:maj,-VII,D:maj,d,,,171.366,1
I,E:maj,i,E:min,e,,,176.558,1
-VII,D:maj,-VII,D:maj,d,,,178.214,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
IV,D-:maj,IV,D-:maj,b-,,,23.174,1
V,E-:maj,V,E-:maj,b-,,,.,1
IV,D-:maj,IV,D-:maj,a-,,,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,D-:maj,IV,D-:maj,e-,,,32.977,1
vi,F:min,vi,F:min,ee-,,,35.384,1
ii,B-:min,ii,B-:min,a-,,,37.840,1
V,E-:maj,V,E-:maj,a-,,,.,1
IV,D-:maj,IV,D-:maj,e-,,,42.761,1
vi,F:min,vi,F:min,ee-,,,45.180,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
ii,B-:min,ii,B-:min,f,,,47.658,1
V,E-:maj,V,E-:maj,f,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
vi,F:min,vi,F:min,cc,,,54.963,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,cc,,,.,1
I,A-:maj,I,A-:maj,cc,,,.,1
ii,B-:min,ii,B-:min,cc,,,57.414,1
V,E-:maj,V,E-:maj,a-,,,.,1
IV,D-:maj,IV,D-:maj,b-,,,62.272,1
vi,F:min,vi,F:min,cc,,,64.720,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,cc,,,.,1
I,A-:maj,I,A-:maj,cc,,,.,1
ii,B-:min,ii,B-:min,cc,,,67.165,1
V,E-:maj,V,E-:maj,a-,,,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A-:maj,.,.,ee-,,,78.145,1
IV,D-:maj,IV,D-:maj,a-,,,80.644,1
vi,F:min,vi,F:min,b-,,,83.075,1
IV,D-:maj,IV,D-:maj,f,,,.,1
ii,B-:min,ii,B-:min,a-,,,85.516,1
V,E-:maj,V,E-:maj,a-,,,.,1
I,A-:maj,I,A-:maj,e-,,,.,1
IV,D-:maj,IV,D-:maj,a-,,,90.404,1
vi,F:min,vi,F:min,b-,,,92.796,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,f,,,.,1
ii,B-:min,ii,B-:min,a-,,,95.234,1
V,E-:maj,V,E-:maj,a-,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
vi,F:min,vi,F:min,cc,,,102.557,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,cc,,,.,1
I,A-:maj,I,A-:maj,cc,,,.,1
IV,D-:maj,IV,D-:maj,b-,,,109.931,1
vi,F:min,vi,F:min,cc,,,112.377,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,cc,,,.,1
I,A-:maj,I,A-:maj,cc,,,.,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
I,A-:maj,I,A-:maj,ff,,,.,1
I,A-:maj,I,A-:maj,ff,,,.,1
I,A-:maj,I,A-:maj,gg-,,,.,1
I,A-:maj,I,A-:maj,gg-,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
IV,D-:maj,IV,D-:maj,a-,,,136.877,1
V,E-:maj,V,E-:maj,a-,,,.,1
vi,F:min,vi,F:min,a-,,,139.334,1
IV,D-:maj,IV,D-:maj,a-,,,.,1
ii,B-:min,ii,B-:min,b-,,,141.763,1
IV,D-:maj,.,.,e-,,,.,1
IV,D-:maj,.,.,ee--,,,.,1
I,A-:maj,.,.,ee-,,,147.812,1
ii,B-:min,ii,B-:min,ee-,,,.,1
vi,F:min,vi,F:min,cc,,,152.751,1
Ib,A-:maj/3,iii,C:min,cc,,,.,1
IV,D-:maj,IV,D-:maj,cc,,,.,1
I,A-:maj,I,A-:maj,cc,,,.,1
ii,B-:min,ii,B-:min,ff,,,155.182,1
V,E-:maj,V,E-:maj,a-,,,.,1
IV,D-:maj,.,.,e-,,,.,1
IV,D-:maj,.,.,ee--,,,.,1
I,A-:maj,.,.,ee-,,,161.281,1
IV,D-:maj,IV,D-:maj,cc,,,163.777,1
ii,B-:min,ii,B-:min,dd-,,,.,1
V,E-:maj,V,E-:maj,a-,,,.,1
Ib,A-:maj/3,iii,C:min,aa-,,,.,1
I,A-:maj,I,A-:maj,aa-,,,.,1
V,E-:maj,V,E-:maj,aa-,,,.,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
i,A-:min,i,A-:min,e--,,,0.711,1
i,A-:min,i,A-:min,cc-,,,15.484,1
*>Refrain,*>Refrain,*>Refrain,*>Refrain,*>Refrain,,,*>Refrain,1
-VIm7,F-:7,-VIm7,F-:7,A-,,,40.173,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
-III,C-:maj,-III,C-:maj,c-,,,45.011,1
i,A-:min,i,A-:min,c-,,,54.752,1
-V,E--:maj,-V,E--:maj,e--,,,57.189,1
iv,D-:min,iv,D-:min,c-,,,.,1
-III,C-:maj,-III,C-:maj,G-,,,.,1
i,A-:min,i,A-:min,c-,,,71.830,1
-V,E--:maj,-V,E--:maj,g-,,,74.303,1
iv,D-:min,iv,D-:min,d-,,,.,1
-III,C-:maj,-III,C-:maj,c-,,,.,1
